id,eng_Latn,hin_Deva,kan_Knda,tam_Taml
178,"The final score was a one-point victory, 21 to 20, ending the All Blacks' 15 game winning streak.","अंतिम स्कोर एक अंक की जीत थी, 21 और 20, ऑल ब्लैक्स का 15 गेम लगातार जीतने का सिलसिला समाप्त हुआ ।","ಅಂತಿಮ ಸ್ಕೋರ್ ಒಂದು ಪಾಯಿಂಟ್‌ ಜಯವಾಗಿತ್ತು, 21 ರಿಂದ 20, ಅಂತ್ಯದಲ್ಲಿ ಆಲ್‌ ಬ್ಲಾಕ್‌ಗಳು 15 ಆಟವನ್ನು ಸತತವಾಗಿ ಗೆದ್ದಂತಾಗಿದೆ.","இறுதி மதிப்பெண் என்பது ஒரு இலக்கின் வெற்றியாகும், 21 முதல் 20 வரை, ஆல் பிளாக்ஸின் 15 ஆட்டங்களின் வெற்றிக்கு முடிவாக இருந்தது."
179,"For the Springboks, it ended a five-match losing streak.","स्प्रिंगबोक्स के लिए, इसने पांच-मैचों की हार का सिलसिला समाप्त कर दिया.",ಈ ಪಂದ್ಯದಿಂದ ಸ್ಪ್ರಿಂಗ್ ಬಾಕ್ಸ್ ಗೆ  ಐದು ಪಂದ್ಯಗಳ ಸರಣಿ ಸೋಲು ಕೊನೆಯಾಯಿತು.,"ஸ்பிரிங்போக்ஸைப் பொறுத்தவரை, அது ஐந்து போட்டிகளில் தோல்வியடைந்தது."
180,"It was the final match for the All Blacks, who had already won the trophy two weeks ago.",अभी दो हफ़्ते पहले ही इस ट्रॉफ़ी को अपने नाम कर चुकी 'ऑल ब्लैक्स' टीम का यह फ़ाइनल मैच था.,ಎರಡು ವಾರಗಳ ಹಿಂದಷ್ಟೇ ಟ್ರೋಫಿ ಗೆದ್ದಿದ್ದ ಆಲ್ ಬ್ಲ್ಯಾಕ್ಸ್‌ಗೆ ಇದು ಅಂತಿಮ ಪಂದ್ಯವಾಗಿತ್ತು.,இரண்டு வாரங்களுக்கு முன்னர் ஏற்கனவே பரிசை வென்ற ஆல் பிளாக்ஸ் அணிக்கு அதுதான் இறுதி போட்டி.
181,"The final match of the series will take place at Ellis Park in Johannesburg next week, when the Springboks play Australia.","इस सीरीज़ का फ़ाइनल मैच स्प्रिंगबोक्स और ऑस्ट्रेलिया के बीच, अगले हफ़्ते जोहान्सबर्ग के एलिस पार्क में खेला जाएगा.","ಸರಣಿಯ ಅಂತಿಮ ಪಂದ್ಯವು ಮುಂದಿನ ವಾರ ಜೋಹಾನ್ಸ್‌ಬರ್ಗ್‌ನ ಎಲ್ಲಿಸ್ ಪಾರ್ಕ್‌ನಲ್ಲಿ ನಡೆಯಲಿದ್ದು, ಸ್ಪ್ರಿಂಗ್‌ಬಾಕ್ಸ್, ಆಸ್ಟ್ರೇಲಿಯಾವನ್ನು ಎದುರಿಸಲಿದೆ.","இந்தத் தொடரின் இறுதிப் போட்டியில், அடுத்த வாரம் ஜோகன்னஸ்பர்க்கில் உள்ள எல்லிஸ் பூங்காவில், ஸ்ப்ரிங்போர்க்ஸ் ஆஸ்திரேலியாவுக்காக விளையாட உள்ளனர்."
182,A moderate earthquake shook western Montana at 10:08 p.m. on Monday.,"सोमवार, 10:08 बजे एक मामूली भूकंप ने पश्चिमी मोंटाना को हिला दिया।",ಮಧ್ಯಮ ತೀವ್ರತೆಯ  ಭೂಕಂಪವೊಂದು ಸೋಮವಾರ ರಾತ್ರಿ10:08 ಕ್ಕೆ ಪಶ್ಚಿಮ ಮೊಂಟಾನಾವನ್ನು ನಡುಗಿಸಿಬಿಟ್ಟಿತು.,ஒரு மிதமான பூகம்பம் திங்கள் மாலை 10:08 மணிக்கு மேற்கு மொன்டானாவை உலுக்கியது.
183,No immediate reports of damage have been received by the United States Geological Survey (USGS) and its National Earthquake Information Center.,यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) और इसके नेशनल अर्थक्वेक इंन्फ़ॉर्मेशन सेंटर द्वारा नुकसान की कोई तत्काल रिपोर्ट नहीं मिली है.,ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ ಜಿಯೋಲಾಜಿಕಲ್ ಸರ್ವೆ (USGS) ಮತ್ತು ಅದರ ರಾಷ್ಟ್ರೀಯ ಭೂಕಂಪನ ಮಾಹಿತಿ ಕೇಂದ್ರವು ಯಾವುದೇ ಹಾನಿಯ ಬಗ್ಗೆ ತಕ್ಷಣ ವರದಿಗಳನ್ನು ಪಡೆದಿಲ್ಲ.,சேதங்கள் குறித்த உடனடி அறிக்கைகள் அமெரிக்காவின் புவியியல் ஆய்வு மையம் (யு.எஸ்.ஜி.எஸ்) மற்றும் அதன் தேசியப் பூகம்பத் தகவல் மையம் ஆகியவற்றால் பெறப்படவில்லை.
184,"The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.",भूकंप डिलन के उत्तर-उत्तर पूर्व में लगभग 20 किमी (15 मील) और ब्यूट के दक्षिण में लगभग 65 किमी (40 मील) की दूरी पर केंद्रित था.,ಡಿಲ್ಲಾನ್‌ನ ಈಶಾನ್ಯಕ್ಕೆ ಸುಮಾರು 20 ಕಿ.ಮೀ (15 ಮೈಲಿ) ಮತ್ತು ಬುಟ್ಟೆಯ ದಕ್ಷಿಣಕ್ಕೆ ಸುಮಾರು 65 ಕಿ.ಮೀ (40 ಮೈಲಿ) ದೂರದ ಪ್ರದೇಶದಲ್ಲಿ ಭೂಕಂಪ ಸಂಭವಿಸಿತು.,"இந்த நிலநடுக்கம் தில்லனுக்கு வடகிழக்கில் சுமார் 20 கிமீ (15 மைல்) தொலைவிலும், புட்டேவுக்குத் தெற்கே சுமார் 65 கிமீ (40 மைல்) மையத்திலும் அமைந்திருந்தது."
185,"The strain of bird flu lethal to humans, H5N1, has been confirmed to have infected a dead wild duck, found on Monday, in marshland near Lyon in the east of France.","H5N1, मनुष्यों को बर्ड फ्लू के घातक होने की पुष्टि की गई है, जो सोमवार को फ्रांस के पूर्व में ल्योन के पास दलदली भूमि में पाया गया है।","ಎಚ್‌5ಎನ್‌1 ಎಂಬ ವಿಚಿತ್ರವಾದ, ಮಾನವರಿಗೆ ಮಾರಣಾಂತಿಕವಾದ ಹಕ್ಕಿ ಜ್ವರದ ಎಳೆಯು ಫ್ರಾನ್ಸ್‌ನ ಪೂರ್ವದಲ್ಲಿನ ಲ್ಯಾನ್‌ ಬಳಿಯ ಮಾರ್ಶ್‌ಲ್ಯಾಂಡ್‌ನಲ್ಲಿನ ಸೋಮವಾರ ಕಂಡುಬಂದ ಸತ್ತ ಕಾಡು ಬಾತುಕೋಳಗೆ ಬಾಧಿಸಿರುವುದಾಗಿ ದೃಢೀಕರಿಸಲಾಗಿದೆ.","மனிதர்களுக்கு மரணத்தை ஏற்படுத்தும் பறவைக் காய்ச்சல் பாதிப்பு வகையான H5N1, இறந்த காட்டு வாத்தைப் பாதித்திருப்பது உறுதி செய்யப்பட்டுள்ளது, இது திங்களன்று பிரான்சின் கிழக்கில் லியோனுக்கு அருகிலுள்ள சதுப்பு நிலத்தில் கண்டுபிடிக்கப்பட்டது."
186,"France is the seventh country in the European Union to suffer this virus; following Austria, Germany, Slovenia, Bulgaria, Greece and Italy.","ऑस्ट्रेलिया, जर्मनी, स्लोवेनिया, बुल्गारिया, ग्रीस और इटली के बाद फ़्रांस यूरोपियन संघ का सातवाँ देश है, जो इस वायरस की मार झेल रहा है.","ಈ ನಂಜಿಗೆ ತುತ್ತಾದ ಯುರೋಪಿಯನ್ ಒಕ್ಕೂಟದ ಏಳನೇ ದೇಶ ಫ್ರಾನ್ಸ್; ಆಸ್ಟ್ರಿಯಾ, ಜರ್ಮನಿ, ಸ್ಲೊವೇನಿಯಾ, ಬಲ್ಗೇರಿಯಾ, ಗ್ರೀಸ್ ಮತ್ತು ಇಟಲಿಯನ್ನು ಅನುಸರಿಸಿಕೊಂಡು.","ஆஸ்டரியா, ஜெர்மனி, ஸ்லோவானியா, பல்கேரியா, கிரீஸ் மற்றும் இத்தாலியை அடுத்து இந்த வைரசினால் பாதிக்கப்பட்ட ஐரோப்பிய ஒன்றியத்தின் ஏழாவது நாடாக ஃபிரான்ஸ் ஆகிறது."
187,Suspected cases of H5N1 in Croatia and Denmark remain unconfirmed.,क्रोएशिया और डेनमार्क में H5N1 के संदिग्ध मामले अपुष्ट बने हुए हैं.,ಕ್ರೊಯೇಷಿಯಾ ಮತ್ತು ಡೆನ್ಮಾರ್ಕ್‌ನಲ್ಲಿ H5N1ನ ಶಂಕಿತ ಪ್ರಕರಣಗಳು ಇನ್ನೂ ಧೃಡೀಕೃತವಾಗಿಲ್ಲ.,குரேஷியா மற்றும் டென்மார்க்கில் உள்ள ஹெச் 5 என் 1 சந்தேகமுள்ள நபர்கள் இன்னும் உறுதி செய்யப் படவில்லை.
188,"Chambers had sued God for ""widespread death, destruction and terrorization of millions upon millions of the Earth's inhabitants.""","चैंबर्स ने “व्यापक मौत, विनाश और पृथ्वी के लाखों निवासी पर आतंक के लिए भगवान पर मुकदमा चलाया था।”","""ಭೂಮಿಯಲ್ಲಿ ಲಕ್ಷಾಂತರ ಜನರಿಗೆ  ತೀವ್ರವಾದ ಸಾವು, ನೋವು ಹಾಗೂ ಲಕ್ಷಾಂತರ ಜೀವಿಗಳ ಮೇಲೆ ಭಯೋತ್ಪಾದನೆ ಉಂಟುಮಾಡಿದ್ದಕ್ಕಾಗಿ"" ದೇವರ ಮೇಲೆ ಚೇಂಬರ್ಸ್ ನವರು ಮೊಕದ್ದಮೆ ಹೂಡಿದ್ದಾರೆ.","""சம்பெர்ஸ் """"பரவலான இறப்புகள், அழிவு மற்றும் லட்சக்கணக்கிலான உலக மக்களின் பீதிக்குள்ளாக்குவதாக"""" கடவுள் மீது வழக்கு தொடர்ந்தார்."""
